HumanSymbol	chr	snp	locus	gene_biotype	MouseSymbol	expression	lin.exprs	specific	co.reg	diff	score	pLI	score.pLI
THBS3	1	rs35749011	GBA-SYT11	protein_coding	Thbs3	0	0	0	0	1	1	1.20600565280442e-08	1
TIGD2	4	rs356182	SNCA	protein_coding	Tigd2	0	1	0	0	0	1	7.02044932871713e-06	1
TMC7	16	rs11343	COQ7	protein_coding	Tmc7	0	0	0	0	1	1	4.32157674955598e-06	1
TMEM106A	17	rs601999	ATP6V0A1	protein_coding	Tmem106a	0	0	0	0	1	1	0.000328022103505525	1
TMEM129	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Tmem129	1	0	0	0	0	1	1.57455519983462e-06	1
YEATS2	3	rs12637471	MCCC1	protein_coding	Yeats2	0	0	0	0	0	0	0.999977828893892	1
ZKSCAN3	6	rs9468199	ZNF184	protein_coding	Zkscan3	1	0	0	0	0	1	0.000122608322341288	1
ZNF688	16	rs14235	BCKDK-STX1B	protein_coding	Zfp688	1	0	0	0	0	1	7.08656311553746e-05	1
CACTIN	19	rs62120679	SPPL2B	protein_coding	Cactin	0	0	0	0	0	0	0.999345095775966	0.999
ITPKB	1	rs4653767	ITPKB	protein_coding	Itpkb	0	0	0	0	0	0	0.998850076050969	0.999
RAI1	17	rs11868035	SREBF1-RAI1	protein_coding	Rai1	0	0	0	0	0	0	0.999136111876994	0.999
KPNA4	3	rs34016896	NMD3	protein_coding	Kpna4	0	0	0	0	0	0	0.998180756390855	0.998
MCMBP	10	rs117896735	INPP5F	protein_coding	Mcmbp	0	0	0	0	0	0	0.998215054692028	0.998
RXRB	6	rs9275326	HLA-DBQ1	protein_coding	Rxrb	0	0	0	0	0	0	0.99759435069672	0.998
LMNB2	19	rs62120679	SPPL2B	protein_coding	Lmnb2	0	0	0	0	0	0	0.995599596829826	0.996
MAPKAPK2	1	rs823118	RAB7L1-NUCKS1	protein_coding	Mapkapk2	0	0	0	0	0	0	0.996185444591235	0.996
SFMBT1	3	rs143918452	ALAS1	protein_coding	Sfmbt1	0	0	0	0	0	0	0.99589420844432	0.996
CNOT11	2	rs34043159	IL1R2	protein_coding	Cnot11	0	0	0	0	0	0	0.993507645349384	0.994
ZNF629	16	rs14235	BCKDK-STX1B	protein_coding	Zfp629	0	0	0	0	0	0	0.992317751805668	0.992
NPAS2	2	rs34043159	IL1R2	protein_coding	Npas2	0	0	0	0	0	0	0.990888561613575	0.991
NRIP1	21	rs2823357	USP25	protein_coding	Nrip1	0	0	0	0	0	0	0.991172158226933	0.991
SREBF1	17	rs11868035	SREBF1-RAI1	protein_coding	Srebf1	0	0	0	0	0	0	0.985657782151979	0.986
GRK5	10	rs117896735	INPP5F	protein_coding	Grk5	0	0	0	0	0	0	0.984107718022279	0.984
FBXL19	16	rs14235	BCKDK-STX1B	protein_coding	Fbxl19	0	0	0	0	0	0	0.982522202972825	0.983
PDE4D	5	rs2694528	ELOVL7	protein_coding	PDE4D	0	0	0	0	0	0	0.983199686418857	0.983
FBRS	16	rs14235	BCKDK-STX1B	protein_coding	Fbrs	0	0	0	0	0	0	0.981524681800076	0.982
CDC25A	3	rs12497850	NCKIPSD	protein_coding	Cdc25a	0	0	0	0	0	0	0.979698044533755	0.98
LLGL1	17	rs11868035	SREBF1-RAI1	protein_coding	Llgl1	0	0	0	0	0	0	0.977463207224722	0.977
PIK3C2B	1	rs823118	RAB7L1-NUCKS1	protein_coding	Pik3c2b	0	0	0	0	0	0	0.976238394768661	0.976
CENPB	20	rs8118008	DDRGK1	protein_coding	Cenpb	0	0	0	0	0	0	0.973451328276556	0.973
BMP4	14	rs11158026	GCH1	protein_coding	Bmp4	0	0	0	0	0	0	0.967466005226941	0.967
RBL2	16	rs4784227	TOX3	protein_coding	Rbl2	0	0	0	0	0	0	0.957797035589511	0.958
XKR6	8	rs2740594	CTSB	protein_coding	Xkr6	0	0	0	0	0	0	0.956776701241562	0.957
ZNF654	3	rs115185635	KRT8P25-APOOP2	protein_coding	Zfp654	0	0	0	0	0	0	0.947346014675446	0.947
WNT3	17	rs17649553	MAPT	protein_coding	Wnt3	0	0	0	0	0	0	0.946108101336536	0.946
DCP1A	3	rs143918452	ALAS1	protein_coding	Dcp1a	0	0	0	0	0	0	0.943913887681161	0.944
PCGF3	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Pcgf3	0	0	0	0	0	0	0.943399926818786	0.943
LGALS9C	17	rs11868035	SREBF1-RAI1	protein_coding	NA	0	0	0	0	0	0	0.940115540676897	0.94
GID4	17	rs11868035	SREBF1-RAI1	protein_coding	Gid4	0	0	0	0	0	0	0.937456357393192	0.937
DHX8	17	rs601999	ATP6V0A1	protein_coding	Dhx8	0	0	0	0	0	0	0.934509015310341	0.935
KLHL10	17	rs601999	ATP6V0A1	protein_coding	Klhl10	0	0	0	0	0	0	0.931027664206448	0.931
LONRF1	8	rs2740594	CTSB	protein_coding	Lonrf1	0	0	0	0	0	0	0.919751764265427	0.92
RING1	6	rs9275326	HLA-DBQ1	protein_coding	Ring1	0	0	0	0	0	0	0.915792421657898	0.916
SUV39H2	10	rs7077361	ITGA8	protein_coding	Suv39h2	0	0	0	0	0	0	0.910307361240509	0.91
SUV39H2	10	rs10906923	FAM171A1	protein_coding	Suv39h2	0	0	0	0	0	0	0.910307361240509	0.91
TMEM110	3	rs143918452	ALAS1	protein_coding	Tmem110	0	0	0	0	0	0	0.901349032819805	0.901
RNF24	20	rs8118008	DDRGK1	protein_coding	Rnf24	0	0	0	0	0	0	0.898356865489774	0.898
LRRC37A	17	rs17649553	MAPT	protein_coding	NA	0	0	0	0	0	0	0.890487355591061	0.89
MEX3A	1	rs35749011	GBA-SYT11	protein_coding	Mex3a	0	0	0	0	0	0	0.881462711195155	0.881
LZTS3	20	rs8118008	DDRGK1	protein_coding	Lzts3	0	0	0	0	0	0	0.875742310525438	0.876
EFNA1	1	rs35749011	GBA-SYT11	protein_coding	Efna1	0	0	0	0	0	0	0.872063427950098	0.872
PLXNB1	3	rs12497850	NCKIPSD	protein_coding	Plxnb1	0	0	0	0	0	0	0.85019510818446	0.85
NFIC	19	rs62120679	SPPL2B	protein_coding	Nfic	0	0	0	0	0	0	0.842498930517079	0.842
PLEKHM1	17	rs17649553	MAPT	protein_coding	Plekhm1	0	0	0	0	0	0	0.840543209831517	0.841
SMOX	20	rs8118008	DDRGK1	protein_coding	Smox	0	0	0	0	0	0	0.837563765963898	0.838
ZBTB7B	1	rs35749011	GBA-SYT11	protein_coding	Zbtb7b	0	0	0	0	0	0	0.837393370882557	0.837
LAMP3	3	rs12637471	MCCC1	protein_coding	Lamp3	0	0	0	0	0	0	0.833342526965146	0.833
RAB5C	17	rs601999	ATP6V0A1	protein_coding	Rab5c	0	0	0	0	0	0	0.826569532430599	0.827
NFKBIL1	6	rs9275326	HLA-DBQ1	protein_coding	Nfkbil1	0	0	0	0	0	0	0.816647169800353	0.817
EGR3	8	rs2280104	SORBS3	protein_coding	Egr3	0	0	0	0	0	0	0.81109794446274	0.811
ZBTB12	6	rs9275326	HLA-DBQ1	protein_coding	Zbtb12	0	0	0	0	0	0	0.807401018591612	0.807
IKBKE	1	rs823118	RAB7L1-NUCKS1	protein_coding	Ikbke	0	0	0	0	0	0	0.804391777009201	0.804
FAM126A	7	rs199347	GPNMB	protein_coding	Fam126a	0	0	0	0	0	0	0.803307844592117	0.803
GATA4	8	rs2740594	CTSB	protein_coding	Gata4	0	0	0	0	0	0	0.802155487205778	0.802
TMED2	12	rs11060180	CCDC62	protein_coding	NA	0	0	0	0	0	0	0.79767958829404	0.798
TNXB	6	rs9275326	HLA-DBQ1	protein_coding	Tnxb	0	0	0	0	0	0	0.774153751864359	0.774
PPT2	6	rs9275326	HLA-DBQ1	protein_coding	Ppt2	0	0	0	0	0	0	0.772683334522566	0.773
FAM86B1	8	rs2740594	CTSB	protein_coding	NA	0	0	0	0	0	0	0.744460341331624	0.744
LTA	6	rs9275326	HLA-DBQ1	protein_coding	Lta	0	0	0	0	0	0	0.743246562194033	0.743
SHROOM3	4	rs6812193	FAM47E-SCARB2	protein_coding	Shroom3	0	0	0	0	0	0	0.732358844454904	0.732
CXCL10	4	rs6812193	FAM47E-SCARB2	protein_coding	Cxcl10	0	0	0	0	0	0	0.731025929703926	0.731
MUC1	1	rs35749011	GBA-SYT11	protein_coding	Muc1	0	0	0	0	0	0	0.730964975196719	0.731
SHE	1	rs35749011	GBA-SYT11	protein_coding	She	0	0	0	0	0	0	0.721620118578427	0.722
TMEM89	3	rs12497850	NCKIPSD	protein_coding	Tmem89	0	0	0	0	0	0	0.711075964906752	0.711
HLA-DRA	6	rs9275326	HLA-DBQ1	protein_coding	H2-Ea-ps	0	0	0	0	0	0	0.700164889675938	0.7
HIST1H3J	6	rs9468199	ZNF184	protein_coding	Hist1h3g	0	0	0	0	0	0	0.695883936820569	0.696
H3F3A	1	rs4653767	ITPKB	protein_coding	NA	0	0	0	0	0	0	0.692334633697484	0.692
TMEM110-MUSTN1	3	rs143918452	ALAS1	protein_coding	Tmem110	0	0	0	0	0	0	0.684628071972952	0.685
VPS37B	12	rs11060180	CCDC62	protein_coding	Vps37b	0	0	0	0	0	0	0.67680963728232	0.677
FAM86B2	8	rs2740594	CTSB	protein_coding	NA	0	0	0	0	0	0	0.674121349080742	0.674
CYP21A2	6	rs9275326	HLA-DBQ1	protein_coding	Cyp21a1	0	0	0	0	0	0	0.672306731067129	0.672
B3GNT5	3	rs12637471	MCCC1	protein_coding	B3gnt5	0	0	0	0	0	0	0.630704047253903	0.631
FAM188A	10	rs10906923	FAM171A1	protein_coding	Mindy3	0	0	0	0	0	0	0.629692867941796	0.63
FAM188A	10	rs7077361	ITGA8	protein_coding	Mindy3	0	0	0	0	0	0	0.629692867941796	0.63
OXT	20	rs8118008	DDRGK1	protein_coding	Oxt	0	0	0	0	0	0	0.62795746033166	0.628
SLX1A	16	rs14235	BCKDK-STX1B	protein_coding	NA	0	0	0	0	0	0	0.625453893215557	0.625
POU1F1	3	rs115185635	KRT8P25-APOOP2	protein_coding	Pou1f1	0	0	0	0	0	0	0.618818418545953	0.619
LY6G5C	6	rs9275326	HLA-DBQ1	protein_coding	Ly6g5c	0	0	0	0	0	0	0.614670423249105	0.615
GPSM3	6	rs9275326	HLA-DBQ1	protein_coding	Gpsm3	0	0	0	0	0	0	0.609591627820476	0.61
MYLPF	16	rs14235	BCKDK-STX1B	protein_coding	Mylpf	0	0	0	0	0	0	0.602001132166449	0.602
CDC25B	20	rs8118008	DDRGK1	protein_coding	Cdc25b	0	0	0	0	0	0	0.590733232372986	0.591
FGFRL1	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Fgfrl1	0	0	0	0	0	0	0.582186675448565	0.582
HIST1H2AI	6	rs9468199	ZNF184	protein_coding	NA	0	0	0	0	0	0	0.581587114173739	0.582
ZNF768	16	rs14235	BCKDK-STX1B	protein_coding	Zfp768	0	0	0	0	0	0	0.579305580172895	0.579
REXO1	19	rs62120679	SPPL2B	protein_coding	Rexo1	0	0	0	0	0	0	0.567927564385063	0.568
TAPT1	4	rs11724635	BST1	protein_coding	Tapt1	0	0	0	0	0	0	0.563962464646747	0.564
LY6G6D	6	rs9275326	HLA-DBQ1	protein_coding	Ly6g6d	0	0	0	0	0	0	0.542857604337903	0.543
BAG3	10	rs117896735	INPP5F	protein_coding	Bag3	0	0	0	0	0	0	0.53203443022702	0.532
S1PR4	19	rs62120679	SPPL2B	protein_coding	S1pr4	0	0	0	0	0	0	0.520047224467617	0.52
SLC25A37	8	rs2280104	SORBS3	protein_coding	Slc25a37	0	0	0	0	0	0	0.512222994662905	0.512
TNNC1	3	rs143918452	ALAS1	protein_coding	Tnnc1	0	0	0	0	0	0	0.510486367884133	0.51
CCDC36	3	rs12497850	NCKIPSD	protein_coding	Ccdc36	0	0	0	0	0	0	0.509348612076541	0.509
HIST1H1B	6	rs9468199	ZNF184	protein_coding	Hist1h1b	0	0	0	0	0	0	0.509138756022723	0.509
RHOBTB2	8	rs2280104	SORBS3	protein_coding	Rhobtb2	0	0	0	0	0	0	0.508425067947333	0.508
GPR65	14	rs8005172	GALC	protein_coding	Gpr65	0	0	0	0	0	0	0.505440551202977	0.505
HCRT	17	rs601999	ATP6V0A1	protein_coding	Hcrt	0	0	0	0	0	0	0.502440434384708	0.502
C2CD4B	15	rs2414739	VPS13C	protein_coding	C2cd4b	0	0	0	0	0	0	0.496545386662587	0.497
HIST1H2BK	6	rs9468199	ZNF184	protein_coding	Hist1h2bk	0	0	0	0	0	0	0.490754148427297	0.491
SLC9A2	2	rs34043159	IL1R2	protein_coding	Slc9a2	0	0	0	0	0	0	0.481161337483386	0.481
HIST1H2BJ	6	rs9468199	ZNF184	protein_coding	Hist2h2be	0	0	0	0	0	0	0.47884211441258	0.479
GNG7	19	rs62120679	SPPL2B	protein_coding	Gng7	0	0	0	0	0	0	0.475557140257132	0.476
KLF16	19	rs62120679	SPPL2B	protein_coding	Klf16	0	0	0	0	0	0	0.473218601321024	0.473
PYDC1	16	rs14235	BCKDK-STX1B	protein_coding	NA	0	0	0	0	0	0	0.465269917823027	0.465
HIST1H4I	6	rs9468199	ZNF184	protein_coding	Hist1h4h	0	0	0	0	0	0	0.446296012965993	0.446
ARIH2OS	3	rs12497850	NCKIPSD	protein_coding	Arih2os	0	0	0	0	0	0	0.437613435241329	0.438
IQCF5	3	rs143918452	ALAS1	protein_coding	Iqcf5	0	0	0	0	0	0	0.433199985636479	0.433
ITGAL	16	rs14235	BCKDK-STX1B	protein_coding	Itgal	0	0	0	0	0	0	0.430339544018475	0.43
HIST1H4K	6	rs9468199	ZNF184	protein_coding	Hist1h4j	0	0	0	0	0	0	0.429118935200097	0.429
HIST1H4J	6	rs9468199	ZNF184	protein_coding	Hist1h4f	0	0	0	0	0	0	0.423753830207411	0.424
PRRT1	6	rs9275326	HLA-DBQ1	protein_coding	Prrt1	0	0	0	0	0	0	0.407945729723328	0.408
RFX8	2	rs34043159	IL1R2	protein_coding	Rfx8	0	0	0	0	0	0	0.379276472235567	0.379
SEC23IP	10	rs117896735	INPP5F	protein_coding	Sec23ip	0	0	0	0	0	0	0.373415107688289	0.373
SULT1A3	16	rs14235	BCKDK-STX1B	protein_coding	NA	0	0	0	0	0	0	0.372332179105009	0.372
IL18RAP	2	rs34043159	IL1R2	protein_coding	Il18rap	0	0	0	0	0	0	0.366507424726522	0.367
IL1R1	2	rs34043159	IL1R2	protein_coding	Il1r1	0	0	0	0	0	0	0.362921430952917	0.363
NEUROG2	4	rs78738012	ANK2	protein_coding	Neurog2	0	0	0	0	0	0	0.361612796522161	0.362
HIST1H3I	6	rs9468199	ZNF184	protein_coding	Hist1h3e	0	0	0	0	0	0	0.360879945054601	0.361
HLA-DQB1	6	rs9275326	HLA-DBQ1	protein_coding	H2-Ab1	0	0	0	0	0	0	0.353015151654053	0.353
CCDC126	7	rs199347	GPNMB	protein_coding	Ccdc126	0	0	0	0	0	0	0.351142326713522	0.351
HMG20B	19	rs62120679	SPPL2B	protein_coding	Hmg20b	0	0	0	0	0	0	0.342236180884619	0.342
SHC1	1	rs35749011	GBA-SYT11	protein_coding	Shc1	0	0	0	0	0	0	0.341634863000658	0.342
FAM47E	4	rs6812193	FAM47E-SCARB2	protein_coding	Fam47e	0	0	0	0	0	0	0.341134282192102	0.341
VGLL3	3	rs115185635	KRT8P25-APOOP2	protein_coding	Vgll3	0	0	0	0	0	0	0.336018871714114	0.336
ATG14	14	rs11158026	GCH1	protein_coding	Atg14	0	0	0	0	0	0	0.326846073593547	0.327
SMCR8	17	rs11868035	SREBF1-RAI1	protein_coding	Smcr8	0	0	0	0	0	0	0.31942005816427	0.319
ZNF689	16	rs14235	BCKDK-STX1B	protein_coding	Zfp689	0	0	0	0	0	0	0.318737330058287	0.319
SLC39A14	8	rs2280104	SORBS3	protein_coding	Slc39a14	0	0	0	0	0	0	0.314629295810412	0.315
GNA15	19	rs62120679	SPPL2B	protein_coding	Gna15	0	0	0	0	0	0	0.306963811881902	0.307
IL6	7	rs199347	GPNMB	protein_coding	Il6	0	0	0	0	0	0	0.289669116993916	0.29
TAP1	6	rs9275326	HLA-DBQ1	protein_coding	Tap1	0	0	0	0	0	0	0.286650163167608	0.287
TNF	6	rs9275326	HLA-DBQ1	protein_coding	Tnf	0	0	0	0	0	0	0.272829190351182	0.273
RASSF5	1	rs823118	RAB7L1-NUCKS1	protein_coding	Rassf5	0	0	0	0	0	0	0.248711065765209	0.249
B3GALT4	6	rs9275326	HLA-DBQ1	protein_coding	B3galt4	0	0	0	0	0	0	0.236708748288266	0.237
ZBTB22	6	rs9275326	HLA-DBQ1	protein_coding	Zbtb22	0	0	0	0	0	0	0.235099436717728	0.235
STK31	7	rs199347	GPNMB	protein_coding	Stk31	0	0	0	0	0	0	0.233315306725925	0.233
GPR62	3	rs143918452	ALAS1	protein_coding	Gpr62	0	0	0	0	0	0	0.229621630878426	0.23
DUSP7	3	rs143918452	ALAS1	protein_coding	Dusp7	0	0	0	0	0	0	0.228528646563016	0.229
PSMB9	6	rs9275326	HLA-DBQ1	protein_coding	Psmb9	0	0	0	0	0	0	0.225647028212841	0.226
BCL7A	12	rs11060180	CCDC62	protein_coding	Bcl7a	0	0	0	0	0	0	0.215729268155923	0.216
HIST1H2AJ	6	rs9468199	ZNF184	protein_coding	Hist1h2af	0	0	0	0	0	0	0.19119768143705	0.191
HIST1H4L	6	rs9468199	ZNF184	protein_coding	Hist1h4n	0	0	0	0	0	0	0.191234624133278	0.191
NKX1-1	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Nkx1-1	0	0	0	0	0	0	0.188420302823464	0.188
TCF3	19	rs62120679	SPPL2B	protein_coding	Tcf3	0	0	0	0	0	0	0.185647143501164	0.186
AVP	20	rs8118008	DDRGK1	protein_coding	Avp	0	0	0	0	0	0	0.183145102453943	0.183
REEP4	8	rs2280104	SORBS3	protein_coding	Reep4	0	0	0	0	0	0	0.175027611415095	0.175
C12orf65	12	rs11060180	CCDC62	protein_coding	2810006K23Rik	0	0	0	0	0	0	0.17232858993411	0.172
C6orf47	6	rs9275326	HLA-DBQ1	protein_coding	D17H6S53E	0	0	0	0	0	0	0.16984783307713	0.17
ZNF141	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	NA	0	0	0	0	0	0	0.161888983164538	0.162
UCN2	3	rs12497850	NCKIPSD	protein_coding	Ucn2	0	0	0	0	0	0	0.157235729046978	0.157
IL31	12	rs11060180	CCDC62	protein_coding	Il31	0	0	0	0	0	0	0.150887238101552	0.151
BCL7C	16	rs14235	BCKDK-STX1B	protein_coding	Bcl7c	0	0	0	0	0	0	0.150443662576109	0.15
FAM134C	17	rs601999	ATP6V0A1	protein_coding	Retreg3	0	0	0	0	0	0	0.145899133690528	0.146
HCAR1	12	rs11060180	CCDC62	protein_coding	Hcar1	0	0	0	0	0	0	0.140999390466245	0.141
HIST1H2BN	6	rs9468199	ZNF184	protein_coding	Hist1h2bm	0	0	0	0	0	0	0.139774615254902	0.14
CTF1	16	rs14235	BCKDK-STX1B	protein_coding	Ctf1	0	0	0	0	0	0	0.138254693826932	0.138
ZNF184	6	rs9468199	ZNF184	protein_coding	Zfp184	0	0	0	0	0	0	0.133748635714874	0.134
ARL4D	17	rs601999	ATP6V0A1	protein_coding	Arl4d	0	0	0	0	0	0	0.132429775556647	0.132
IQCF3	3	rs143918452	ALAS1	protein_coding	Iqcf3	0	0	0	0	0	0	0.127529596598468	0.128
CXCL11	4	rs6812193	FAM47E-SCARB2	protein_coding	Cxcl11	0	0	0	0	0	0	0.126083380430516	0.126
C4orf26	4	rs6812193	FAM47E-SCARB2	protein_coding	Gm1045	0	0	0	0	0	0	0.124857081122354	0.125
RNF212	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Rnf212	0	0	0	0	0	0	0.125225584495356	0.125
LEFTY2	1	rs4653767	ITPKB	protein_coding	Lefty2	0	0	0	0	0	0	0.122897476061549	0.123
ABHD14B	3	rs143918452	ALAS1	protein_coding	Abhd14b	0	0	0	0	0	0	0.116162846197975	0.116
TBXA2R	19	rs62120679	SPPL2B	protein_coding	Tbxa2r	0	0	0	0	0	0	0.113768130952393	0.114
SMC4	3	rs34016896	NMD3	protein_coding	Smc4	0	0	0	0	0	0	0.105530996358142	0.106
TREX1	3	rs12497850	NCKIPSD	protein_coding	Trex1	0	0	0	0	0	0	0.093340719174628	0.093
PPM1M	3	rs143918452	ALAS1	protein_coding	Ppm1m	0	0	0	0	0	0	0.0923289257222666	0.092
TACC3	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Tacc3	0	0	0	0	0	0	0.0919518142926963	0.092
CAMP	3	rs12497850	NCKIPSD	protein_coding	Camp	0	0	0	0	0	0	0.0896557021569683	0.09
C2CD4A	15	rs2414739	VPS13C	protein_coding	C2cd4a	0	0	0	0	0	0	0.0888058026911242	0.089
ELK4	1	rs823118	RAB7L1-NUCKS1	protein_coding	Elk4	0	0	0	0	0	0	0.0845886750240457	0.085
EBF4	20	rs8118008	DDRGK1	protein_coding	Ebf4	0	0	0	0	0	0	0.0780569989244377	0.078
MIEF2	17	rs11868035	SREBF1-RAI1	protein_coding	Mief2	0	0	0	0	0	0	0.0770145219184436	0.077
SAMSN1	21	rs2823357	USP25	protein_coding	Samsn1	0	0	0	0	0	0	0.0756023579713905	0.076
NCAPD3	11	rs329648	MIR4697	protein_coding	Ncapd3	0	0	0	0	0	0	0.0731520869970458	0.073
PIGH	14	rs1555399	TMEM229B	protein_coding	Pigh	0	0	0	0	0	0	0.0698815809187974	0.07
HIST1H2AK	6	rs9468199	ZNF184	protein_coding	Hist1h2ac	0	0	0	0	0	0	0.0684285015781424	0.068
SFTPC	8	rs2280104	SORBS3	protein_coding	Sftpc	0	0	0	0	0	0	0.0684488020229368	0.068
KRT14	17	rs601999	ATP6V0A1	protein_coding	Krt14	0	0	0	0	0	0	0.0673429842229222	0.067
RILPL1	12	rs11060180	CCDC62	protein_coding	Rilpl1	0	0	0	0	0	0	0.0660195664772473	0.066
PHF7	3	rs143918452	ALAS1	protein_coding	Phf7	0	0	0	0	0	0	0.0649138823166041	0.065
HIST1H2AL	6	rs9468199	ZNF184	protein_coding	Hist1h2ae	0	0	0	0	0	0	0.0624869158210738	0.062
SPC25	2	rs1474055	STK39	protein_coding	Spc25	0	0	0	0	0	0	0.0594294501038599	0.059
HSD17B1	17	rs601999	ATP6V0A1	protein_coding	Hsd17b1	0	0	0	0	0	0	0.0560175126865773	0.056
ZNF720	16	rs14235	BCKDK-STX1B	protein_coding	NA	0	0	0	0	0	0	0.0559604563285243	0.056
GIPC3	19	rs62120679	SPPL2B	protein_coding	Gipc3	0	0	0	0	0	0	0.0542521307918308	0.054
IQCK	16	rs11343	COQ7	protein_coding	Iqck	0	0	0	0	0	0	0.0539326256943501	0.054
MAP6D1	3	rs12637471	MCCC1	protein_coding	Map6d1	0	0	0	0	0	0	0.0518280033537145	0.052
WNT9B	17	rs17649553	MAPT	protein_coding	Wnt9b	0	0	0	0	0	0	0.0516168107144711	0.052
PDLIM2	8	rs2280104	SORBS3	protein_coding	Pdlim2	0	0	0	0	0	0	0.0497493108362985	0.05
IL6R	1	rs35749011	GBA-SYT11	protein_coding	Il6ra	0	0	0	0	0	0	0.0478690367242407	0.048
IQCF1	3	rs143918452	ALAS1	protein_coding	Iqcf1	0	0	0	0	0	0	0.0468541004756609	0.047
ARMC5	16	rs14235	BCKDK-STX1B	protein_coding	Armc5	0	0	0	0	0	0	0.0462924745566781	0.046
MIXL1	1	rs4653767	ITPKB	protein_coding	Mixl1	0	0	0	0	0	0	0.0428902666081295	0.043
C5orf64	5	rs2694528	ELOVL7	processed_transcript	NA	0	0	0	0	0	0	0.0411009097234592	0.041
OR2B6	6	rs9468199	ZNF184	protein_coding	Olfr11	0	0	0	0	0	0	0.0407309275321611	0.041
PEBP4	8	rs2280104	SORBS3	protein_coding	Pebp4	0	0	0	0	0	0	0.0388985351374596	0.039
SLC45A3	1	rs823118	RAB7L1-NUCKS1	protein_coding	Slc45a3	0	0	0	0	0	0	0.0368495348530263	0.037
C10orf111	10	rs7077361	ITGA8	antisense	NA	0	0	0	0	0	0	0.035674990458653	0.036
C10orf111	10	rs10906923	FAM171A1	antisense	NA	0	0	0	0	0	0	0.035674990458653	0.036
C19orf25	19	rs62120679	SPPL2B	protein_coding	2310011J03Rik	0	0	0	0	0	0	0.0343632220806308	0.034
DEFB136	8	rs2740594	CTSB	protein_coding	NA	0	0	0	0	0	0	0.0340000990200746	0.034
DEFB134	8	rs2740594	CTSB	protein_coding	NA	0	0	0	0	0	0	0.0322373411768572	0.032
LENEP	1	rs35749011	GBA-SYT11	protein_coding	Lenep	0	0	0	0	0	0	0.0322826229786669	0.032
TRIM59	3	rs34016896	NMD3	protein_coding	Trim59	0	0	0	0	0	0	0.0321109566837029	0.032
ZNF48	16	rs14235	BCKDK-STX1B	protein_coding	Zfp553	0	0	0	0	0	0	0.0324251458384005	0.032
SLC35G5	8	rs2740594	CTSB	protein_coding	NA	0	0	0	0	0	0	0.0274846347511103	0.027
HIST1H3H	6	rs9468199	ZNF184	protein_coding	Hist1h3b	0	0	0	0	0	0	0.02493915563981	0.025
PTGES3L	17	rs601999	ATP6V0A1	protein_coding	Ptges3l	0	0	0	0	0	0	0.0247440738776789	0.025
CNTD1	17	rs601999	ATP6V0A1	protein_coding	Cntd1	0	0	0	0	0	0	0.0218345110656651	0.022
SETD1B	12	rs11060180	CCDC62	protein_coding	Setd1b	0	0	0	0	0	0	0.0224563158915498	0.022
PTRF	17	rs601999	ATP6V0A1	protein_coding	Cavin1	0	0	0	0	0	0	0.0208810466767636	0.021
C1QTNF7	4	rs11724635	BST1	protein_coding	C1qtnf7	0	0	0	0	0	0	0.0199101310745169	0.02
DISC1	1	rs10797576	SIPA1L2	protein_coding	Disc1	0	0	0	0	0	0	0.0197098835616187	0.02
HCAR2	12	rs11060180	CCDC62	protein_coding	Hcar2	0	0	0	0	0	0	0.0201092731074374	0.02
ITPRIPL2	16	rs11343	COQ7	protein_coding	Itpripl2	0	0	0	0	0	0	0.0185033935717135	0.019
RUNDC1	17	rs601999	ATP6V0A1	protein_coding	Rundc1	0	0	0	0	0	0	0.0189204905991752	0.019
PPP3CC	8	rs2280104	SORBS3	protein_coding	Ppp3cc	0	0	0	0	0	0	0.0166246432473754	0.017
PYCARD	16	rs14235	BCKDK-STX1B	protein_coding	Pycard	0	0	0	0	0	0	0.0165035542141555	0.017
TRIM16L	17	rs11868035	SREBF1-RAI1	protein_coding	NA	0	0	0	0	0	0	0.0168793918042221	0.017
KIFC1	6	rs9275326	HLA-DBQ1	protein_coding	Kifc1	0	0	0	0	0	0	0.0155780337232565	0.016
PCED1A	20	rs8118008	DDRGK1	protein_coding	Pced1a	0	0	0	0	0	0	0.0160267066093378	0.016
TMEM182	2	rs34043159	IL1R2	protein_coding	Tmem182	0	0	0	0	0	0	0.0159876948837043	0.016
AQP10	1	rs35749011	GBA-SYT11	protein_coding	NA	0	0	0	0	0	0	0.0152782932027765	0.015
USP17L2	8	rs2740594	CTSB	protein_coding	NA	0	0	0	0	0	0	0.0138587263197935	0.014
AIF1	6	rs9275326	HLA-DBQ1	protein_coding	Aif1	0	0	0	0	0	0	0.0127986482867158	0.013
C1orf147	1	rs823118	RAB7L1-NUCKS1	antisense	NA	0	0	0	0	0	0	0.0120639015558244	0.012
CLIC1	6	rs9275326	HLA-DBQ1	protein_coding	Clic1	0	0	0	0	0	0	0.0124562134918973	0.012
COBLL1	2	rs353116	SCN3A	protein_coding	Cobll1	0	0	0	0	0	0	0.0121973641922403	0.012
