sample_id	file	total_mass	internal_scale	external_scale
TH_018_B09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_B09/abundances.cxb	704197	3.4309	1
TH_018_B10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_B10/abundances.cxb	613887	3.87614	1
TH_018_B11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_B11/abundances.cxb	542240	3.65245	1
TH_018_B12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_B12/abundances.cxb	412347	3.74811	1
TH_018_C01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_C01/abundances.cxb	371124	1.25464	1
TH_018_C02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_C02/abundances.cxb	758532	3.87152	1
TH_018_C03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_C03/abundances.cxb	178282	1.01637	1
TH_018_C04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_C04/abundances.cxb	790620	3.4568	1
TH_018_C05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_C05/abundances.cxb	869776	4.84686	1
TH_018_C06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_C06/abundances.cxb	665867	3.24176	1
TH_018_C07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_C07/abundances.cxb	773204	4.1877	1
TH_018_C08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_C08/abundances.cxb	578464	3.23129	1
TH_018_C09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_C09/abundances.cxb	778811	4.19347	1
TH_018_C10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_C10/abundances.cxb	742825	4.48674	1
TH_018_C11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_C11/abundances.cxb	51089	0.43825	1
TH_018_C12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_C12/abundances.cxb	692504	4.26309	1
TH_018_D01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_D01/abundances.cxb	911485	1.36794	1
TH_018_D02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_D02/abundances.cxb	746348	1.78688	1
TH_018_D03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_D03/abundances.cxb	739861	1.49094	1
TH_018_D04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_D04/abundances.cxb	1046	0.0150929	1
TH_018_D05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_D05/abundances.cxb	697321	1.65501	1
TH_018_D06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_D06/abundances.cxb	874203	1.69004	1
TH_018_D07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_D07/abundances.cxb	1.15957e+06	3.35851	1
TH_018_D08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_D08/abundances.cxb	837292	1.18439	1
TH_018_D09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_D09/abundances.cxb	1.53423e+06	3.57943	1
TH_018_D10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_D10/abundances.cxb	180374	0.331933	1
TH_018_D11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_D11/abundances.cxb	758319	1.21513	1
TH_018_D12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_D12/abundances.cxb	1.61437e+06	3.3601	1
TH_018_E01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_E01/abundances.cxb	463987	8.33218	1
TH_018_E02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_E02/abundances.cxb	372782	1.7914	1
TH_018_E03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_E03/abundances.cxb	768468	6.14197	1
TH_018_E04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_E04/abundances.cxb	850035	6.82049	1
TH_018_E05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_E05/abundances.cxb	1.15465e+06	5.98205	1
TH_018_E06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_E06/abundances.cxb	776867	5.32788	1
TH_018_E07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_E07/abundances.cxb	527202	4.21185	1
TH_018_E08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_E08/abundances.cxb	647987	4.04424	1
TH_018_E09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_E09/abundances.cxb	874024	6.29505	1
TH_018_E10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_E10/abundances.cxb	488122	4.00443	1
TH_018_E11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_E11/abundances.cxb	301738	1.85957	1
TH_018_E12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_E12/abundances.cxb	736880	5.44585	1
TH_018_F01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_F01/abundances.cxb	226330	0.688467	1
TH_018_F02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_F02/abundances.cxb	209390	1.04123	1
TH_018_F03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_F03/abundances.cxb	429600	1.65945	1
TH_018_F04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_F04/abundances.cxb	571786	2.25795	1
TH_018_F05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_F05/abundances.cxb	766805	2.4142	1
TH_018_F06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_F06/abundances.cxb	732540	2.7545	1
TH_018_F07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_F07/abundances.cxb	1.1196e+06	4.52636	1
TH_018_F08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_F08/abundances.cxb	763982	2.79781	1
TH_018_F09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_F09/abundances.cxb	843837	3.962	1
TH_018_F10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_F10/abundances.cxb	644236	3.12453	1
TH_018_F11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_F11/abundances.cxb	854942	5.37811	1
TH_018_F12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_F12/abundances.cxb	851550	4.61851	1
TH_018_G01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_G01/abundances.cxb	705706	1.86531	1
TH_018_G02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_G02/abundances.cxb	521845	1.36095	1
TH_018_G03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_G03/abundances.cxb	695174	2.07239	1
TH_018_G04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_G04/abundances.cxb	720518	1.95143	1
TH_018_G05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_G05/abundances.cxb	773011	1.73983	1
TH_018_G06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_G06/abundances.cxb	688642	1.42292	1
TH_018_G07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_G07/abundances.cxb	803758	2.14231	1
TH_018_G08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_G08/abundances.cxb	741108	1.95487	1
TH_018_G09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_G09/abundances.cxb	876241	1.80135	1
TH_018_G10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_G10/abundances.cxb	851359	2.57031	1
TH_018_G11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_G11/abundances.cxb	827478	2.04243	1
TH_018_G12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_G12/abundances.cxb	1.04207e+06	2.24748	1
TH_018_H01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_H01/abundances.cxb	687127	7.89567	1
TH_018_H02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_H02/abundances.cxb	755879	6.95033	1
TH_018_H03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_H03/abundances.cxb	562821	4.92621	1
TH_018_H04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_H04/abundances.cxb	2731	0.0083603	1
TH_018_H05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_H05/abundances.cxb	992063	4.30977	1
TH_018_H06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_H06/abundances.cxb	1.41452e+06	10.7983	1
TH_018_H07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_H07/abundances.cxb	578136	4.3269	1
TH_018_H08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_H08/abundances.cxb	503880	3.28981	1
TH_018_H09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_H09/abundances.cxb	605477	3.92731	1
TH_018_H10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_H10/abundances.cxb	660152	4.671	1
TH_018_H11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_H11/abundances.cxb	859571	6.66208	1
TH_018_H12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_018_H12/abundances.cxb	872830	6.92566	1
TH_020_A01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_A01/abundances.cxb	397084	2.09218	1
TH_020_A02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_A02/abundances.cxb	131352	0.726865	1
TH_020_A03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_A03/abundances.cxb	541897	3.16075	1
TH_020_A04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_A04/abundances.cxb	522761	3.30217	1
TH_020_A05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_A05/abundances.cxb	469526	2.04317	1
TH_020_A06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_A06/abundances.cxb	612235	2.75586	1
TH_020_A07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_A07/abundances.cxb	593777	3.01196	1
TH_020_A08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_A08/abundances.cxb	511378	2.86044	1
TH_020_A09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_A09/abundances.cxb	770316	4.80721	1
TH_020_A10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_A10/abundances.cxb	542962	3.36543	1
TH_020_A11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_A11/abundances.cxb	866986	5.90518	1
TH_020_A12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_A12/abundances.cxb	623521	5.04207	1
TH_020_B01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_B01/abundances.cxb	1.15519e+06	3.08236	1
TH_020_B02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_B02/abundances.cxb	565262	3.64576	1
TH_020_B03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_B03/abundances.cxb	554737	1.41585	1
TH_020_B04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_B04/abundances.cxb	863748	1.93763	1
TH_020_B05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_B05/abundances.cxb	672922	1.24998	1
TH_020_B06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_B06/abundances.cxb	1.05252e+06	1.9892	1
TH_020_B07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_B07/abundances.cxb	615108	2.92418	1
TH_020_B08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_B08/abundances.cxb	791080	2.00899	1
TH_020_B09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_B09/abundances.cxb	855680	1.59504	1
TH_020_B10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_B10/abundances.cxb	754153	1.28534	1
TH_020_B11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_B11/abundances.cxb	894770	1.76739	1
TH_020_B12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_B12/abundances.cxb	883728	1.82532	1
TH_020_C01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_C01/abundances.cxb	702966	3.72525	1
TH_020_C02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_C02/abundances.cxb	792443	5.16015	1
TH_020_C03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_C03/abundances.cxb	893087	6.76152	1
TH_020_C04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_C04/abundances.cxb	674277	4.0981	1
TH_020_C05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_C05/abundances.cxb	1.41822e+06	6.78634	1
TH_020_C06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_C06/abundances.cxb	952754	4.19409	1
TH_020_C07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_C07/abundances.cxb	1.00033e+06	7.93751	1
TH_020_C08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_C08/abundances.cxb	886224	4.70026	1
TH_020_C09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_C09/abundances.cxb	1.19691e+06	6.70747	1
TH_020_C10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_C10/abundances.cxb	1.01794e+06	6.77384	1
TH_020_C11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_C11/abundances.cxb	966351	5.32636	1
TH_020_C12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_C12/abundances.cxb	949707	5.26336	1
TH_020_D01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_D01/abundances.cxb	976989	4.44172	1
TH_020_D02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_D02/abundances.cxb	228426	1.3476	1
TH_020_D03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_D03/abundances.cxb	81488	0.415351	1
TH_020_D04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_D04/abundances.cxb	590	0.00240451	1
TH_020_D05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_D05/abundances.cxb	593989	2.70907	1
TH_020_D06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_D06/abundances.cxb	358176	2.00233	1
TH_020_D07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_D07/abundances.cxb	547652	4.09044	1
TH_020_D08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_D08/abundances.cxb	620373	3.0241	1
TH_020_D09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_D09/abundances.cxb	966033	4.85926	1
TH_020_D10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_D10/abundances.cxb	630783	4.04679	1
TH_020_D11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_D11/abundances.cxb	981414	7.60942	1
TH_020_D12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_D12/abundances.cxb	624838	4.62154	1
TH_020_E01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_E01/abundances.cxb	1.08541e+06	1.98746	1
TH_020_E02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_E02/abundances.cxb	683804	1.60262	1
TH_020_E03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_E03/abundances.cxb	789106	1.88514	1
TH_020_E04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_E04/abundances.cxb	539677	2.41465	1
TH_020_E05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_E05/abundances.cxb	922393	1.84655	1
TH_020_E06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_E06/abundances.cxb	479538	0.689096	1
TH_020_E07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_E07/abundances.cxb	719390	1.5404	1
TH_020_E08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_E08/abundances.cxb	837813	1.72341	1
TH_020_E09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_E09/abundances.cxb	993383	1.52139	1
TH_020_E10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_E10/abundances.cxb	1.17283e+06	2.98522	1
TH_020_E11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_E11/abundances.cxb	1.03919e+06	2.33644	1
TH_020_E12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_E12/abundances.cxb	1.12521e+06	2.7498	1
TH_020_F01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_F01/abundances.cxb	719160	5.27635	1
TH_020_F02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_F02/abundances.cxb	1308	0.0078424	1
TH_020_F03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_F03/abundances.cxb	996756	7.33894	1
TH_020_F04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_F04/abundances.cxb	909059	6.45359	1
TH_020_F05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_F05/abundances.cxb	1.91634e+06	5.38788	1
TH_020_F06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_F06/abundances.cxb	1.0844e+06	6.81335	1
TH_020_F07_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_F07/abundances.cxb	1.32119e+06	13.3531	1
TH_020_F08_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_F08/abundances.cxb	913557	5.24993	1
TH_020_F09_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_F09/abundances.cxb	889139	6.30196	1
TH_020_F10_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_F10/abundances.cxb	860140	5.95327	1
TH_020_F11_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_F11/abundances.cxb	1.13559e+06	6.87154	1
TH_020_F12_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_F12/abundances.cxb	1.10189e+06	7.34977	1
TH_020_G01_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_G01/abundances.cxb	2430	0.0110607	1
TH_020_G02_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_G02/abundances.cxb	27244	0.172718	1
TH_020_G03_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_G03/abundances.cxb	156830	0.772662	1
TH_020_G04_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_G04/abundances.cxb	216678	0.972125	1
TH_020_G05_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_G05/abundances.cxb	223156	1.17899	1
TH_020_G06_0	/home-3/lgoff2@jhu.edu/work/seq/lgoff/Th_McCallion/Th_wt_all_timepoints/data/quants/TH_020_G06/abundances.cxb	357698	1.6617	1
